date,location,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_cases_smoothed,new_deaths_smoothed
30-01-2020,India,1,1,,0,,,,,,,,
31-01-2020,India,1,0,,0,,,,,,,,
01-02-2020,India,1,0,,0,,,,,,,,
02-02-2020,India,2,1,,0,,,,,,,,
03-02-2020,India,3,1,,0,,,,,,,,
04-02-2020,India,3,0,,0,,,,,,,,
05-02-2020,India,3,0,,0,,,,,,,0.429,
06-02-2020,India,3,0,,0,,,,,,,0.286,
07-02-2020,India,3,0,,0,,,,,,,0.286,
08-02-2020,India,3,0,,0,,,,,,,0.286,
09-02-2020,India,3,0,,0,,,,,,,0.143,
10-02-2020,India,3,0,,0,,,,,,,0,
11-02-2020,India,3,0,,0,,,,,,,0,
12-02-2020,India,3,0,,0,,,,,,,0,
13-02-2020,India,3,0,,0,,,,,,,0,
14-02-2020,India,3,0,,0,,,,,,,0,
15-02-2020,India,3,0,,0,,,,,,,0,
16-02-2020,India,3,0,,0,,,,,,,0,
17-02-2020,India,3,0,,0,,,,,,,0,
18-02-2020,India,3,0,,0,,,,,,,0,
19-02-2020,India,3,0,,0,,,,,,,0,
20-02-2020,India,3,0,,0,,,,,,,0,
21-02-2020,India,3,0,,0,,,,,,,0,
22-02-2020,India,3,0,,0,,,,,,,0,
23-02-2020,India,3,0,,0,,,,,,,0,
24-02-2020,India,3,0,,0,,,,,,,0,
25-02-2020,India,3,0,,0,,,,,,,0,
26-02-2020,India,3,0,,0,,,,,,,0,
27-02-2020,India,3,0,,0,,,,,,,0,
28-02-2020,India,3,0,,0,,,,,,,0,
29-02-2020,India,3,0,,0,,,,,,,0,
01-03-2020,India,3,0,,0,,,,,,,0,
02-03-2020,India,5,2,,0,,,,,,,0.286,
03-03-2020,India,5,0,,0,,,,,,,0.286,
04-03-2020,India,28,23,,0,,,,,,,3.571,
05-03-2020,India,30,2,,0,,,,,,,3.857,
06-03-2020,India,31,1,,0,,,,,,,4,
07-03-2020,India,34,3,,0,,,,,,,4.429,
08-03-2020,India,39,5,,0,,,,,,,5.143,
09-03-2020,India,43,4,,0,,,,,,,5.429,
10-03-2020,India,56,13,,0,,,,,,,7.286,
11-03-2020,India,62,6,1,1,,,,,,,4.857,
12-03-2020,India,73,11,1,0,,,,,,,6.143,
13-03-2020,India,82,9,2,1,6500,,,,,,7.286,
14-03-2020,India,102,20,2,0,,,,,,,9.714,
15-03-2020,India,113,11,2,0,,,,,,,10.571,
16-03-2020,India,119,6,2,0,,,,,,,10.857,
17-03-2020,India,142,23,3,1,,,,,,,12.286,0.429
18-03-2020,India,156,14,3,0,13125,,,,,,13.429,0.286
19-03-2020,India,194,38,4,1,13316,191,,,,,17.286,0.429
20-03-2020,India,244,50,5,1,14376,1060,,,,,23.143,0.429
21-03-2020,India,330,86,4,0,15701,1325,,,,,32.571,
22-03-2020,India,396,66,7,3,16999,1298,,,,,40.429,
23-03-2020,India,499,103,10,3,20707,3708,,,,,54.286,
24-03-2020,India,536,37,10,0,20864,157,,,,,56.286,
25-03-2020,India,657,121,12,2,25144,4280,,,,,71.571,
26-03-2020,India,727,70,20,8,,,,,,,76.143,
27-03-2020,India,887,160,20,0,27688,,,,,,91.857,
28-03-2020,India,987,100,24,4,,,,,,,93.857,2.857
29-03-2020,India,1024,37,27,3,,,,,,,89.714,2.857
30-03-2020,India,1251,227,32,5,,,,,,,107.429,3.143
31-03-2020,India,1397,146,35,3,,,,,,,123,3.571
01-04-2020,India,1998,601,58,23,,,,,,,191.571,6.571
02-04-2020,India,2543,545,72,14,47951,,,,,,259.429,7.429
03-04-2020,India,2567,24,72,0,69245,21294,,,,,240,7.429
04-04-2020,India,3082,515,86,14,79950,10705,,,,,299.286,8.857
05-04-2020,India,3588,506,99,13,89534,9584,,,,,366.286,10.286
06-04-2020,India,4778,1190,136,37,101068,11534,,,,,503.857,14.857
07-04-2020,India,5311,533,150,14,114015,12947,,,,,559.143,16.429
08-04-2020,India,5916,605,178,28,127919,13904,,,,,559.714,17.143
09-04-2020,India,6725,809,226,48,144910,16991,,,,,597.429,22
10-04-2020,India,7598,873,246,20,161330,16420,,,,,718.714,24.857
11-04-2020,India,8446,848,288,42,179374,18044,,,,,766.286,28.857
12-04-2020,India,9205,759,331,43,195748,16374,,,,,802.429,33.143
13-04-2020,India,10453,1248,358,27,217554,21806,,,,,810.714,31.714
14-04-2020,India,11487,1034,393,35,244893,27339,,,,,882.286,34.714
15-04-2020,India,12322,835,405,12,274599,29706,,,,,915.143,32.429
16-04-2020,India,13430,1108,448,43,302956,28357,,,,,957.857,31.714
17-04-2020,India,14352,922,486,38,335123,32167,,,,,964.857,34.286
18-04-2020,India,15722,1370,521,35,372123,37000,,,,,1039.429,33.286
19-04-2020,India,17615,1893,559,38,401586,29463,,,,,1201.429,32.571
20-04-2020,India,18539,924,592,33,,,,,,,1155.143,33.429
21-04-2020,India,20080,1541,645,53,462621,,,,,,1227.571,36
22-04-2020,India,21370,1290,681,36,,,,,,,1292.571,39.429
23-04-2020,India,23077,1707,721,40,500542,,,,,,1378.143,39
24-04-2020,India,24530,1453,780,59,541789,41247,,,,,1454,42
25-04-2020,India,26283,1753,825,45,579957,38168,,,,,1508.714,43.429
26-04-2020,India,27890,1607,881,56,625309,45352,,,,,1467.857,46
27-04-2020,India,29451,1561,939,58,665819,40510,,,,,1558.857,49.571
28-04-2020,India,31324,1873,1008,69,716733,50914,,,,,1606.286,51.857
29-04-2020,India,33062,1738,1079,71,770764,54031,,,,,1670.286,56.857
30-04-2020,India,34863,1801,1154,75,830201,59437,,,,,1683.714,61.857
01-05-2020,India,37257,2394,1223,69,902654,72453,,,,,1818.143,63.286
02-05-2020,India,39699,2442,1323,100,976363,73709,,,,,1916.571,71.143
03-05-2020,India,42505,2806,1391,68,1046450,70087,,,,,2087.857,72.857
04-05-2020,India,46437,3932,1566,175,1107233,60783,,,,,2426.571,89.571
05-05-2020,India,49400,2963,1693,127,1191946,84713,,,,,2582.286,97.857
06-05-2020,India,52987,3587,1785,92,1276781,84835,,,,,2846.429,100.857
07-05-2020,India,56351,3364,1889,104,1357413,80632,,,,,3069.714,105
08-05-2020,India,59695,3344,1985,96,1437788,80375,,,,,3205.429,108.857
09-05-2020,India,62808,3113,2101,116,1523213,85425,,,,,3301.286,111.143
10-05-2020,India,67161,4353,2212,111,1609037,85824,,,,,3522.286,117.286
11-05-2020,India,70768,3607,2294,82,1673688,64651,,,,,3475.857,104
12-05-2020,India,74292,3524,2415,121,1759579,85891,,,,,3556,103.143
13-05-2020,India,78055,3763,2551,136,1854250,94671,,,,,3581.143,109.429
14-05-2020,India,81997,3942,2649,98,1947041,92791,,,,,3663.714,108.571
15-05-2020,India,85784,3787,2753,104,2039952,92911,,,,,3727,109.714
16-05-2020,India,90648,4864,2871,118,2134277,94325,,,,,3977.143,110
17-05-2020,India,95698,5050,3025,154,2227642,93365,,,,,4076.714,116.143
18-05-2020,India,100328,4630,3156,131,2302792,75150,,,,,4222.857,123.143
19-05-2020,India,106475,6147,3302,146,2404267,101475,,,,,4597.571,126.714
20-05-2020,India,112028,5553,3434,132,2512388,108121,,,,,4853.286,126.143
21-05-2020,India,118226,6198,3584,150,2615920,103532,,,,,5175.571,133.571
22-05-2020,India,124794,6568,3726,142,2719434,103514,,,,,5572.857,139
23-05-2020,India,131423,6629,3868,142,2834798,115364,,,,,5825,142.429
24-05-2020,India,138536,7113,4024,156,2943421,108623,,,,,6119.714,142.714
25-05-2020,India,144950,6414,4172,148,3033591,90170,,,,,6374.571,145.143
26-05-2020,India,150793,5843,4344,172,3126119,92528,,,,,6331.143,148.857
27-05-2020,India,158086,7293,4534,190,3242160,116041,,,,,6579.714,157.143
28-05-2020,India,165386,7300,4711,177,3362136,119976,,,,,6737.143,161
29-05-2020,India,173491,8105,4980,269,3483838,121702,,,,,6956.714,179.143
30-05-2020,India,181827,8336,5185,205,3611599,127761,,,,,7200.571,188.143
31-05-2020,India,190609,8782,5408,223,3737027,125428,,,,,7439,197.714
01-06-2020,India,198370,7761,5608,200,3837207,100180,,,,,7631.429,205.143
02-06-2020,India,207191,8821,5829,221,3966075,128868,,,,,8056.857,212.143
03-06-2020,India,216824,9633,6088,259,4103233,137158,,,,,8391.143,222
04-06-2020,India,226713,9889,6363,275,4242718,139485,,,,,8761,236
05-06-2020,India,236184,9471,6649,286,4386379,143661,,,,,8956.143,238.429
06-06-2020,India,246622,10438,6946,297,4524317,137938,,,,,9256.429,251.571
07-06-2020,India,257486,10864,7207,261,4666386,142069,,,,,9553.857,257
08-06-2020,India,265928,8442,7473,266,4774434,108048,,,,,9651.143,266.429
09-06-2020,India,276146,10218,7750,277,4916116,141682,,,,,9850.714,274.429
10-06-2020,India,286605,10459,8102,352,5061332,145216,,,,,9968.714,287.714
11-06-2020,India,297535,10930,8498,396,5213140,151808,,,,,10117.429,305
