date,location,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_cases_smoothed,new_deaths_smoothed
23-04-2021,India,16610481,346786,189544,2624,274445653,1740550,,,,,297696,1985
24-04-2021,India,16960172,349691,192311,2767,276199222,1753569,,,,,310309.857,2165.857
25-04-2021,India,17313163,352991,195123,2812,277918810,1719588,139185173,117795008,21390165,,321622.571,2336.286
26-04-2021,India,17636186,323023,197894,2771,279321177,1402367,142524947,119886252,22638695,3339774,330744.857,2480.571
27-04-2021,India,17997113,360927,201187,3293,280979877,1658700,144879233,121263287,23615946,2354286,340140.429,2662
28-04-2021,India,18376421,379308,204832,3645,282703789,1723912,147053392,122538179,24515213,2174159,349378.143,2882.143
29-04-2021,India,18762976,386555,208330,3498,284471979,1768190,149268772,123811908,25456864,2215380,357040.143,3058.571
30-04-2021,India,19164969,401993,211853,3523,286392086,1920107,151998107,125376952,26621155,2729335,364926.857,3187
01-05-2021,India,19557457,392488,215542,3689,288337385,1945299,153626325,126328970,27297355,1628218,371040.714,3318.714
02-05-2021,India,19925517,368060,218959,3417,290142339,1804954,154211511,126704151,27507360,585186,373193.429,3405.143
03-05-2021,India,20282833,357316,222408,3449,291647037,1504698,156082136,127696675,28385461,1870625,378092.429,3502
04-05-2021,India,20664979,382146,226188,3780,293310779,1663742,157750752,128627919,29122833,1668616,381123.714,3571.571
05-05-2021,India,21077410,412431,230168,3980,294852078,1541299,159931238,129730641,30200597,2180486,385855.571,3619.429
06-05-2021,India,21491598,414188,234083,3915,296775209,1923131,162603603,131058890,31544713,2672365,389803.143,3679
07-05-2021,India,21892676,401078,238270,4187,298601699,1826490,165190000,132294827,32895173,2586397,389672.429,3773.857
08-05-2021,India,22296081,403405,242347,4077,300410043,1808344,167493857,133366482,34127375,2303857,391232,3829.286
09-05-2021,India,22662575,366494,246116,3769,302275471,1865428,168304868,133854676,34450192,811011,391008.286,3879.571
10-05-2021,India,22992517,329942,249992,3876,303750077,1474606,171098918,135192013,35906905,2794050,387097.714,3940.571
11-05-2021,India,23340938,348421,254197,4205,305600187,1850110,173862643,136557345,37305298,2763725,382279.857,4001.286
12-05-2021,India,23703665,362727,258317,4120,307583991,1983804,176045577,137805245,38240332,2182934,375179.286,4021.286
13-05-2021,India,24046809,343144,262317,4000,309448585,1864594,178361846,139087590,39274256,2316269,365030.143,4033.429
14-05-2021,India,24372907,326098,266207,3890,311324100,1875515,179646413,139861462,39784951,1284567,354318.714,3991
15-05-2021,India,24684077,311170,270284,4077,313017193,1693093,181544536,141132112,40412424,1898123,341142.286,3991
16-05-2021,India,24965463,281386,274390,4106,,,182251006,141764335,40486671,706470,328984,4039.143
17-05-2021,India,25228996,263533,278719,4329,316423658,,183817204,143090218,40726986,1566198,319497,4103.857
18-05-2021,India,25496330,267334,283248,4529,318292881,1869223,185191602,144270200,40921402,1374398,307913.143,4150.143
19-05-2021,India,25772440,276110,287122,3874,320301177,2008296,186410600,145333606,41076994,1218998,295539.286,4115
20-05-2021,India,26031991,259551,291331,4209,322356187,2055010,187886885,146624652,41262233,1476285,283597.429,4144.857
21-05-2021,India,26289290,257299,295525,4194,324417870,2061683,,,,,273769,4188.286
22-05-2021,India,26530132,240842,299266,3741,326484155,2066285,190842497,149219616,41622881,,263722.143,4140.286
23-05-2021,India,26752447,222315,303720,4454,328607937,2123782,191719240,150033188,41686052,876743,255283.429,4190
24-05-2021,India,26948874,196427,307231,3511,330536064,1928127,194165711,152301505,41864206,2446471,245696.857,4073.143
25-05-2021,India,27157795,208921,311388,4157,332594176,2058112,195506779,153511379,41995400,1341068,237352.143,4020
26-05-2021,India,27369093,211298,315235,3847,334811496,2217320,198425615,156189641,42235974,2918836,228093.286,4016.143
27-05-2021,India,27555457,186364,318895,3660,336969353,2157857,201203166,158783606,42419560,2777551,217638,3937.714
28-05-2021,India,27729247,173790,322512,3617,339039861,2070508,203166802,160605562,42561240,1963636,205708.143,3855.286
29-05-2021,India,27894800,165553,325972,3460,341119909,2080048,207088953,164158704,42930249,3922151,194952.571,3815.143
30-05-2021,India,28047534,152734,329100,3128,343183748,2063839,208665123,165598013,43067110,1576170,185012.429,3625.714
31-05-2021,India,28175044,127510,331895,2795,344866883,1683135,210449895,167191085,43258810,1784772,175167.143,3523.429
01-06-2021,India,28307832,132788,335102,3207,346792257,1925374,213135738,169585180,43550558,2685843,164291,3387.714
02-06-2021,India,28441986,134154,337989,2887,350057330,3265073,215678166,171866824,43811342,2542428,153270.429,3250.571
03-06-2021,India,28574350,132364,340702,2713,353782648,3725318,218344384,174296917,44047467,2666218,145556.143,3115.286
04-06-2021,India,28694879,120529,344082,3380,357433846,3651198,223607768,179172948,44434820,5263384,137947.429,3081.429
05-06-2021,India,28809339,114460,346759,2677,361174142,3740296,225571144,180972102,44599042,1963376,130648.429,2969.571
06-06-2021,India,28909975,100636,349186,2427,364746522,3572380,228041045,183275704,44765341,2469901,123205.857,2869.429
07-06-2021,India,28996473,86498,351309,2123,366334111,1587589,230490652,185501579,44989073,2449607,117347,2773.429
08-06-2021,India,29089069,92596,353528,2219,368207596,1873485,233680929,188363894,45317035,3190277,111605.286,2632.286
09-06-2021,India,29182532,93463,355705,2177,370193563,1985967,236856505,191222380,45634125,3175576,105792.286,2530.857
10-06-2021,India,29274823,92291,363079,0,372198253,2004690,240281903,194325996,45955907,3425398,100067.571,
11-06-2021,India,29359155,84332,367081,4002,374242384,2044131,243703242,197415653,46287589,3421339,94896.571,
12-06-2021,India,29439989,80834,370384,3303,376232162,1989778,246188067,199655293,46532774,2484825,90092.857,
13-06-2021,India,29510410,70421,374305,3921,378132474,1900312,249430416,202572835,46857581,3242349,85776.429,
14-06-2021,India,29570881,60471,377031,2726,379624626,1492152,252760364,205571046,47189318,3329948,82058.286,
15-06-2021,India,29633105,62224,379573,2542,381375984,1751358,255305366,207830971,47474395,2545002,77719.429,
16-06-2021,India,29700313,67208,381903,2330,383306971,1930987,258325900,210442950,47882950,3020534,73968.714,
17-06-2021,India,29762793,62480,383490,1587,385238220,1931249,262970250,214553189,48417061,4644350,69710,2915.857
18-06-2021,India,29823546,60753,385137,1647,387167696,1929476,266355940,217542993,48812947,3385690,66341.571,2579.429
19-06-2021,India,29881772,58226,386708,1571,389207637,2039941,270908312,221493259,49415053,4552372,63111.857,2332
20-06-2021,India,29935221,53449,388135,1427,391019083,1811446,274286599,224541283,49745316,3378287,60687.286,1975.714
21-06-2021,India,29977861,42640,389302,1167,392407782,1388699,283313942,232744813,50569129,9027343,58140,1753
22-06-2021,India,30028709,50848,390660,1358,394072142,1664360,289855456,238586187,51269269,6541514,56514.857,1583.857
23-06-2021,India,30082778,54069,391981,1321,395973198,1901056,293370338,241720520,51649818,3514882,54637.857,1439.714
24-06-2021,India,30134445,51667,393310,1329,397832667,1859469,300054027,247652194,52401833,6683689,53093.143,1402.857
25-06-2021,India,30183143,48698,394493,1183,399568448,1735781,306661528,253359907,53301621,6607501,51371,1336.571
26-06-2021,India,30233183,50040,395751,1258,401811892,2243444,314841384,260253182,54588202,8179856,50201.571,1291.857
27-06-2021,India,30279331,46148,396730,979,404265101,2453209,318030412,262916313,55114099,3189028,49158.571,1227.857
28-06-2021,India,30316897,37566,397637,907,406371279,2106178,321423578,265545768,55877810,3393166,48433.714,1190.714
29-06-2021,India,30362848,45951,398454,817,408139287,1768008,327423913,270178001,57245912,6000335,47734.143,1113.429
30-06-2021,India,30411634,48786,399459,1005,410100044,1960757,329158139,271410023,57748116,1734226,46979.429,1068.286
01-07-2021,India,30458251,46617,400312,853,412021494,1921450,334741649,275693081,59048568,5583510,46258,1000.286
02-07-2021,India,30502362,44111,401050,738,414251520,2230026,335671794,276339011,59332783,930145,45602.714,936.714
03-07-2021,India,30545433,43071,402005,955,416416463,2164943,344300590,282231365,62069225,8628796,44607.143,893.429
04-07-2021,India,30585229,39796,402728,723,418254953,1838490,347378550,284455266,62923284,3077960,43699.714,856.857
05-07-2021,India,30619932,34703,403281,553,419777457,1522504,351229497,286751758,64477739,3850947,43290.714,806.286
06-07-2021,India,30663665,43733,404211,930,421424881,1647424,354307646,288782557,65525089,3078149,42973.857,822.429
07-07-2021,India,30709557,45892,405028,817,423332097,1907216,358070763,291184757,66886006,3763117,42560.429,795.571
08-07-2021,India,30752950,43393,405939,911,425225897,1893800,368991222,298678913,70312309,10920459,42099.857,803.857
09-07-2021,India,30795716,42766,407145,1206,427016605,1790708,,,,,41907.714,870.714
10-07-2021,India,30837222,41506,408040,895,429041970,2025365,376032586,303171498,72861088,,41684.143,862.143
11-07-2021,India,30874376,37154,408764,724,430885470,1843500,377352501,304018852,73333649,1319915,41306.714,862.286
12-07-2021,India,30907282,32906,410784,2020,432317813,1432343,381467646,306612781,74854865,4115145,41050,1071.857
13-07-2021,India,30946147,38865,411406,622,434058138,1740325,387697935,311387539,76310396,6230289,40354.571,1027.857
14-07-2021,India,30987880,41733,411989,583,435973639,1915501,391340491,313529502,77810989,3642556,39760.429,994.429
15-07-2021,India,31026829,38949,412531,542,438011958,2038319,395343767,316116189,79227578,4003276,39125.571,941.714
16-07-2021,India,31064908,38079,413091,560,440023239,2011281,399695879,318665226,81030653,4352112,38456,849.429
17-07-2021,India,31106065,41157,413609,518,442021954,1998715,404931715,321893762,83037953,5235836,38406.143,795.571
18-07-2021,India,31144229,38164,414108,499,443958663,1936709,,,,,38550.429,763.429
19-07-2021,India,31174322,30093,414482,374,445422256,1463593,411846401,326392783,85453618,,38148.571,528.286
20-07-2021,India,31216337,42015,418480,3998,447341133,1918877,415472455,328716212,86756243,3626054,38598.571,1010.571
21-07-2021,India,31257720,41383,418987,507,449193273,1852140,417851151,330259212,87591939,2378696,38548.571,999.714
22-07-2021,India,31293062,35342,419470,483,450911712,1718439,423417030,333945151,89471879,5565879,38033.286,991.286
23-07-2021,India,31332159,39097,420016,546,452939545,2027833,427882261,336819816,91062445,4465231,38178.714,989.286
24-07-2021,India,31371901,39742,420551,535,454570811,1631266,433150864,340387695,92763169,5268603,37976.571,991.714
25-07-2021,India,31411262,39361,420967,416,456289567,1718756,435196001,341802707,93393294,2045137,38147.571,979.857
26-07-2021,India,31440951,29689,421382,415,457444011,1154444,441912395,346516149,95396246,6716394,38089.857,985.714
27-07-2021,India,31484605,43654,422022,640,459164121,1720110,446156659,349324061,96832598,4244264,38324,506
28-07-2021,India,31528114,43509,422662,640,460900978,1736857,450706257,352545271,98160986,4549598,38627.714,525
29-07-2021,India,31572344,44230,423217,555,462629773,1728795,456033754,356140739,99893015,5327497,39897.429,535.286
30-07-2021,India,31613993,41649,423810,593,464650723,2020950,461518479,359820313,101698166,5484725,40262,542
31-07-2021,India,31655824,41831,424351,541,466427038,1776315,,,,,40560.429,542.857
01-08-2021,India,31695958,40134,424773,422,468216510,1789472,472223639,367994586,104229053,,40670.857,543.714
02-08-2021,India,31726507,30549,425195,422,469645494,1428984,,,,,40793.714,544.714
03-08-2021,India,31769132,42625,425757,562,471294789,1649295,485286570,378090597,107195973,,40646.714,533.571
04-08-2021,India,31812114,42982,426290,533,473142307,1847518,489342295,381126275,108216020,4055725,40571.429,518.286
05-08-2021,India,31856757,44643,426754,464,474893363,1751056,495327595,385631050,109696545,5985300,40630.429,505.286
06-08-2021,India,31895385,38628,427371,617,476533650,1640287,501009609,390041560,110968049,5682014,40198.857,508.714
07-08-2021,India,31934455,39070,427862,491,478316964,1783314,506810492,394378151,112432341,5800883,39804.429,501.571
08-08-2021,India,31969954,35499,428309,447,480039185,1722221,508664759,395667593,112997166,1854267,39142.286,505.143
09-08-2021,India,31998158,28204,428682,373,481767232,1728047,514500268,400158057,114342211,5835509,38807.286,498.143
10-08-2021,India,32036511,38353,429179,497,483278545,1511313,519080524,403596088,115484436,4580256,38197,488.857
11-08-2021,India,32077706,41195,429669,490,485056507,1777962,523671019,406980329,116690690,4590495,37941.714,482.714
12-08-2021,India,32117826,40120,430254,585,487370196,2313689,,,,,37295.571,500
13-08-2021,India,32156493,38667,430732,478,489470779,2100583,536189903,416846115,119343788,,37301.143,480.143
14-08-2021,India,32192576,36083,431225,493,491700577,2229798,543846290,422575401,121270889,7656387,36874.429,480.429
15-08-2021,India,32225513,32937,431642,417,493624440,1923863,,,,,36508.429,476.143
16-08-2021,India,32250679,25166,432079,437,494805652,1181212,550520038,428681772,121838266,,36074.429,485.286
17-08-2021,India,32285857,35178,432519,440,496629524,1823872,556520316,433454974,123065342,6000278,35620.857,477.143
18-08-2021,India,32322258,36401,433049,530,498427083,1797559,562151515,437698591,124452924,5631199,34936,482.857
19-08-2021,India,32358829,36571,433589,540,500300840,1873757,566595708,441116044,125479664,4444193,34429,476.429
20-08-2021,India,32393286,34457,433964,375,502699702,2398862,573205464,446102199,127103265,6609756,33827.571,461.714
21-08-2021,India,32424234,30948,434367,403,504576158,1876456,576365820,448292884,128072936,3160356,33094,448.857
22-08-2021,India,32449306,25072,434756,389,506256239,1680081,580771824,451186857,129584967,4406004,31970.429,444.857
23-08-2021,India,32474773,25467,435110,354,507551399,1295160,582239230,452207578,130031652,1467406,32013.429,433
24-08-2021,India,32512366,37593,435758,648,509391792,1840393,588731504,456880623,131850881,6492274,32358.429,462.714
25-08-2021,India,32558530,46164,436365,607,511184547,1792755,597923238,463341344,134581894,9191734,33753.143,473.714
26-08-2021,India,32603188,44658,436861,496,513129378,1944831,604391211,468130627,136260584,6467973,34908.429,467.429
27-08-2021,India,32649947,46759,437370,509,514954309,1824931,615540527,476059071,139481456,11149316,36665.857,486.571
28-08-2021,India,32695030,45083,437830,460,516887602,1933293,625864766,483512657,142352109,10324239,38685.143,494.714
29-08-2021,India,32737939,42909,438210,380,518642929,1755327,632587851,488153607,144434244,6723085,41233.286,493.429
30-08-2021,India,32768880,30941,438560,350,520146525,1503596,639305611,493077195,146228416,6717760,42015.286,492.857
31-08-2021,India,32810845,41965,439020,460,521541098,1394573,644799225,497002083,147797142,5493614,42639.857,466
01-09-2021,India,32857937,47092,439529,509,523184293,1643195,661576916,509668131,151908785,16777691,42772.429,452
02-09-2021,India,32903289,45352,439895,366,,,669775627,515627968,154147659,8198711,42871.571,433.429
03-09-2021,India,32945907,42618,440225,330,526535068,,675654935,519667854,155987081,5879308,42280,407.857
04-09-2021,India,32988673,42766,440533,308,528240038,1704970,677744969,521015869,156729100,2090034,41949,386.143
05-09-2021,India,33027621,38948,440752,219,530058218,1818180,684515513,525319361,159196152,6770544,41383.143,363.143
06-09-2021,India,33058843,31222,441042,290,531468867,1410649,688453563,527862293,160591270,3938050,41423.286,354.571
07-09-2021,India,33096718,37875,441411,369,533189348,1720481,699668404,536004002,163664402,11214841,40839,341.571
08-09-2021,India,33139981,43263,441749,338,534943093,1753745,710550810,543462433,167088377,10882406,40292,317.143
09-09-2021,India,33174954,34973,442009,260,536817243,1874150,720910239,550694661,170215578,10359429,38809.286,302
10-09-2021,India,33208330,33376,442317,308,538604854,1787611,724114731,552964723,171150008,3204492,37489,298.857
11-09-2021,India,33236921,28591,442655,338,540196989,1592135,733428972,558984568,174444404,9314241,35464,303.143
12-09-2021,India,33264175,27254,442874,219,541805829,1608840,740278136,563337272,176940864,6849164,33793.429,303.143
13-09-2021,India,33289579,25404,443213,339,543014076,1208247,750284569,570046655,180237914,10006433,32962.286,310.143
14-09-2021,India,33316755,27176,443497,284,544444967,1430891,752714069,571662310,181051759,2429500,31433.857,298
15-09-2021,India,33347325,30570,443928,431,546055796,1610829,761350715,576856263,184494452,8636646,29620.571,311.286
16-09-2021,India,33381728,34403,444248,320,547701729,1645933,771341641,582842108,188499533,9990926,29539.143,319.857
17-09-2021,India,33417390,35662,444529,281,549229149,1527420,777387850,586105233,191282617,6046209,29865.714,316
18-09-2021,India,33448163,30773,444838,309,550780273,1551124,796015119,597205296,198809823,18627269,30177.429,311.857
19-09-2021,India,33478419,30256,445133,295,552340168,1559895,804778696,602206789,202571907,8763577,30606.286,322.714
20-09-2021,India,33504534,26115,445385,252,553621766,1281598,812232516,606563237,205669279,7453820,30707.857,310.286
21-09-2021,India,33531498,26964,445768,383,555035717,1413951,821836262,612360533,209475729,9603746,30677.571,324.429
22-09-2021,India,33563421,31923,446050,282,556754282,1718565,827297973,615659928,211638045,5461711,30870.857,303.143
23-09-2021,India,33594803,31382,446368,318,558367013,1612731,837239837,621209052,216030785,9941864,30439.286,302.857
24-09-2021,India,33624419,29616,446658,290,559932709,1565696,847653817,627322598,220331219,10413980,29575.571,304.143
25-09-2021,India,33652745,28326,446918,260,561661383,1728674,852156699,629574531,222582168,4502882,29226,297.143
26-09-2021,India,33678786,26041,447194,276,563243245,1581862,855791746,631601656,224190090,3635047,28623.857,294.429
27-09-2021,India,33697581,18795,447373,179,564408251,1165006,868774116,639303166,229470950,12982370,27578.143,284
28-09-2021,India,33716451,18870,447751,378,565730031,1321780,873244661,641845931,231398730,4470545,26421.857,283.286
29-09-2021,India,33739980,23529,448062,311,567450185,1720154,879692465,645293313,234399152,6447804,25222.714,287.429
30-09-2021,India,33766707,26727,448339,277,568956439,1506254,886425292,648949043,237476249,6732827,24557.714,281.571
01-10-2021,India,33791061,24354,448573,234,570477338,1520899,893203984,652744197,240459787,6778692,23806,273.571
02-10-2021,India,33813903,22842,448817,244,571994990,1517652,901004270,656956299,244047971,7800286,23022.571,271.286
03-10-2021,India,33834702,20799,448997,180,573260724,1265734,906155473,659744381,246411092,5151203,22273.714,257.571
04-10-2021,India,33853048,18346,449260,263,574252400,991676,911080329,662266667,248813662,4924856,22209.571,269.571
05-10-2021,India,33871881,18833,449538,278,575394042,1141642,918129250,666078231,252051019,7048921,22204.286,255.286
06-10-2021,India,33894312,22431,449856,318,576803867,1409825,923526951,668975929,254551022,5397701,22047.429,256.286
07-10-2021,India,33915569,21257,450127,271,578657484,1853617,927173859,670864526,256309333,3646908,21266,255.429
08-10-2021,India,33935309,19740,450375,248,580043190,1385706,935219767,675161305,260058462,8045908,20606.857,257.429
09-10-2021,India,33953475,18166,450589,214,581312481,1269291,943033918,679245181,263788737,7814151,19938.857,253.143
10-10-2021,India,33971607,18132,450782,193,582595693,1283212,951139832,683498355,267641477,8105914,19557.857,255
11-10-2021,India,33985920,14313,450963,181,583631490,1035797,954908095,685337489,269570606,3768263,18981.714,243.286
12-10-2021,India,34001743,15823,451189,226,585038043,1406553,961339629,688686928,272652701,6431534,18551.714,235.857
13-10-2021,India,34020730,18987,451435,246,586363442,1325399,965904347,690968314,274936033,4564718,18059.714,225.571
14-10-2021,India,34037592,16862,451814,379,587664525,1301083,968362051,692134805,276227246,2457704,17431.857,241
15-10-2021,India,34053573,15981,451980,166,588844673,1180148,971163447,693416137,277747310,2801396,16894.857,229.286
16-10-2021,India,34067719,14146,452124,144,589835258,990585,972686142,693992112,278694030,1522695,16320.571,219.286
17-10-2021,India,34081315,13596,452290,166,590935381,1100123,976344696,695536360,280808336,3658554,15672.571,215.429
18-10-2021,India,34094373,13058,452454,164,591924874,989493,978954738,696638920,282315818,2610042,15493.286,213
19-10-2021,India,34108996,14623,452651,197,593106188,1181314,987113051,700140298,286972753,8158313,15321.857,208.857
20-10-2021,India,34127450,18454,452811,160,594429890,1323702,997399032,705846235,291552797,10285981,15245.714,196.571
21-10-2021,India,34143236,15786,453042,231,595742218,1312328,1003204289,709552033,293652256,5805257,15092,175.429
22-10-2021,India,34159562,16326,453708,666,597066481,1324263,1009945663,712404590,297541073,6741374,15141.286,246.857
23-10-2021,India,34175468,15906,454269,561,598431162,1364681,1013637431,714084133,299553298,3691768,15392.714,306.429
24-10-2021,India,34189774,14306,454712,443,599771320,1340158,1022267850,717676310,304591540,8630419,15494.143,346
25-10-2021,India,34202202,12428,455068,356,600769717,998397,1024149949,718444141,305705808,1882099,15404.143,373.429
26-10-2021,India,34215653,13451,455653,585,601901543,1131826,1030850079,721149084,309700995,6700130,15236.714,428.857
27-10-2021,India,34231809,16156,456386,733,603207505,1305962,1036568410,723424864,313143546,5718331,14908.429,510.714
28-10-2021,India,34246157,14348,457191,805,604498405,1290900,1042458533,725633405,316825128,5890123,14703,592.714
29-10-2021,India,34260470,14313,457740,549,605885769,1387364,1051708635,729199887,322508748,9250102,14415.429,576
30-10-2021,India,34273300,12830,458186,446,607062619,1176850,1058489433,731811996,326677437,6780798,13976,559.571
31-10-2021,India,34285814,12514,458437,251,608319915,1257296,1062631351,733542729,329088622,4141918,13720,532.143
01-11-2021,India,34296237,10423,458880,443,609201294,881379,1067654329,735580368,332073961,5022978,13433.571,544.571
02-11-2021,India,34308140,11903,459191,311,610210339,1009045,1069718646,736446575,333272071,2064317,13212.429,505.429
03-11-2021,India,34321025,12885,459652,461,611278853,1068514,1075059421,738501950,336557471,5340775,12745.143,466.571
04-11-2021,India,34333754,12729,459873,221,612346767,1067914,1077107323,739357801,337749522,2047902,12513.857,383.143
05-11-2021,India,34344683,10929,460265,392,613017614,670847,1077793623,739594039,338199584,686300,12030.429,360.714
06-11-2021,India,34355509,10826,460791,526,613965751,948137,1080177477,740368395,339809082,2383854,11744.143,372.143
07-11-2021,India,34366987,11478,461057,266,614885747,919996,1083142285,741210655,341931630,2964808,11596.143,374.286
08-11-2021,India,34377113,10126,461389,332,616071949,1186202,1088236037,742750155,345485882,5093752,11553.714,358.429
09-11-2021,India,34388579,11466,461849,460,617223931,1151982,1092148139,743984381,348163758,3912102,11491.286,379.714
10-11-2021,India,34401670,13091,462189,340,618502659,1278728,1097806371,745597244,352209127,5658232,11520.714,362.429
11-11-2021,India,34414186,12516,462690,501,619902064,1399405,1102775592,746872225,355903367,4969221,11490.286,402.429
12-11-2021,India,34426036,11850,463245,555,621067350,1165286,1111423316,749179463,362243853,8647724,11621.857,425.714
13-11-2021,India,34437307,11271,463530,285,622333939,1266589,1119180353,751481608,367698745,7757037,11685.429,391.286
14-11-2021,India,34447536,10229,463655,125,623751344,1417405,1122889436,752662221,370227215,3709083,11507,371.143
15-11-2021,India,34456401,8865,463852,197,624666542,915198,1126981490,753932806,373048684,4092054,11326.857,351.857
16-11-2021,India,34466598,10197,464153,301,625774159,1107617,1133688213,756052687,377635526,6706723,11145.571,329.143
17-11-2021,India,34478517,11919,464623,470,627016336,1242177,1141006707,758251605,382755102,7318494,10978.143,347.714
18-11-2021,India,34489623,11106,465082,459,628248841,1232505,1148786886,760532284,388254602,7780179,10776.714,341.714
19-11-2021,India,34499925,10302,465349,267,629387540,1138699,1153595556,762169283,391426273,4808670,10555.571,300.571
20-11-2021,India,34510413,10488,465662,313,630575279,1187739,1163685005,765364845,398320160,10089449,10443.714,304.571
21-11-2021,India,34518901,8488,465911,249,631649378,1074099,1168057227,766988022,401069205,4372222,10195,322.286
22-11-2021,India,34526480,7579,466147,236,632524259,874881,1175843376,769596553,406246823,7786149,10011.286,327.857
23-11-2021,India,34535763,9283,466584,437,633489239,964980,1183947210,772215710,411731500,8103834,9880.714,347.286
24-11-2021,India,34544882,9119,466980,396,634774225,1284986,1193769229,775076432,418692797,9822019,9480.714,336.714
25-11-2021,India,34555431,10549,467468,488,635924763,1150538,1198528642,776515911,422012731,4759413,9401.143,340.857
26-11-2021,India,34563749,8318,467933,465,637106009,1181246,1210758081,780551005,430207076,12229439,9117.714,369.143
27-11-2021,India,34572523,8774,468554,621,638247889,1141880,1212493046,781075743,431417303,1734965,8872.857,413.143
28-11-2021,India,34580832,8309,468790,236,639427262,1179373,1223194701,784647922,438546779,10701655,8847.286,411.286
29-11-2021,India,34587822,6990,468980,190,640291325,864063,1228492006,786355397,442136609,5297305,8763.143,404.714
30-11-2021,India,34596776,8954,469247,267,641303848,1012523,1237055142,789054196,448000946,8563136,8716.143,380.429
01-12-2021,India,34606541,9765,469724,477,642412315,1108467,1245517176,791626543,453890633,8462034,8808.429,392
02-12-2021,India,34615757,9216,470115,391,643510926,1098611,1255866411,794528313,461338098,10349235,8618,378.143
03-12-2021,India,34624360,8603,470530,415,644668082,1157156,1261728028,796283823,465444205,5861617,8658.714,371
04-12-2021,India,34624360,0,470530,0,646026786,1358704,1273806245,799745524,474060721,12078217,7405.286,282.286
05-12-2021,India,34641561,17201,473537,3007,647252850,1226064,1278763558,801417375,477346183,4957313,8675.571,678.143
06-12-2021,India,34648383,6822,473757,220,648259067,1006217,1283718063,802894059,480824004,4954505,8651.571,682.429
07-12-2021,India,34656822,8439,473952,195,649447014,1187947,1291962219,805404596,486557623,8244156,8578,672.143
08-12-2021,India,34666241,9419,474111,159,650660144,1213130,1299875078,807755550,492119528,7912859,8528.571,626.714
09-12-2021,India,34674643,8402,474479,368,651950127,1289983,1308244539,810142506,498102033,8369461,8412.286,623.429
10-12-2021,India,34682633,7990,474872,393,653243539,1293412,1312375088,811443992,500931096,4130549,8324.714,620.286
11-12-2021,India,34690510,7877,475434,562,654627300,1383761,1327494248,815387998,512106250,15119160,9450,700.571
12-12-2021,India,34697860,7350,475636,202,655816759,1189459,1331399226,816708250,514690976,3904978,8042.714,299.857
13-12-2021,India,34703644,5784,475888,252,656672451,855692,1335465563,817907560,517558003,4066337,7894.429,304.429
14-12-2021,India,34710628,6984,476135,247,657662933,990482,1346291425,820963910,525327515,10825862,7686.571,311.857
15-12-2021,India,34718602,7974,476478,343,658847816,1184883,1352485358,822545653,529939705,6193933,7480.143,338.143
16-12-2021,India,34726049,7447,476869,391,660247762,1399946,1356491248,823451038,533040210,4005890,7343.714,341.429
17-12-2021,India,34726049,0,476869,0,661507694,1259932,1365366923,825531190,539835733,8875675,6202.286,285.286
18-12-2021,India,34733194,7145,477158,289,662897388,1389694,1373057489,827368472,545689017,7690566,6097.714,246.286
19-12-2021,India,34746838,13644,477554,396,664109365,1211977,1376428862,828319595,548109267,3371373,6996.857,274
20-12-2021,India,34752164,5326,478007,453,665112580,1003215,1380223188,829219869,551003319,3794326,6931.429,302.714
21-12-2021,India,34758481,6317,478325,318,666126659,1014079,1388521671,831142523,557379148,8298483,6836.143,312.857
22-12-2021,India,34765976,7495,478759,434,667356171,1229512,1391050278,831763875,559286403,2528607,6767.714,325.857
23-12-2021,India,34772626,6650,479133,374,668643929,1287758,1398221289,833265701,564955588,7171011,6653.857,323.429
24-12-2021,India,34779815,7189,479520,387,669809816,1165887,1404556570,834737784,569818786,6335281,7680.857,378.714
25-12-2021,India,34786802,6987,479682,162,671051627,1241811,1413981791,837078735,576903056,9425221,7658.286,360.571
26-12-2021,India,34793333,6531,479997,315,671997082,945455,1414731603,837294288,577437315,749812,6642.143,349
27-12-2021,India,34799691,6358,480290,293,672936621,939539,1418447119,838318164,580128955,3715516,6789.571,326.143
28-12-2021,India,34808886,9195,480592,302,674078531,1141910,1426069774,840095473,585974301,7622655,7200.714,323.857
29-12-2021,India,34822040,13154,480860,268,675246143,1167612,1435195841,842315450,592880391,9126067,8009.143,300.143
30-12-2021,India,34838804,16764,481080,220,676445395,1199252,1438717497,843220793,595496704,3521656,9454,278.143
31-12-2021,India,34861579,22775,481486,406,677878255,1432860,1448865422,845640601,603224821,10147925,11680.571,280.857
01-01-2022,India,34889132,27553,481770,284,678989110,1110855,1454069802,846975771,607094031,5204380,14618.571,298.286
02-01-2022,India,34922882,33750,481893,123,680071486,1082376,1456586234,847665306,608920928,2516432,18507,270.857
03-01-2022,India,34960261,37379,482017,124,680950476,878990,1464526170,852570971,611955199,7939936,22938.571,246.714
04-01-2022,India,35018358,58097,482551,534,682428595,1478119,1472330269,857788520,614541749,7804099,29924.571,279.857
05-01-2022,India,35109286,90928,482876,325,683817242,1388647,1482203963,864466425,617737538,9873694,41035.143,288
06-01-2022,India,35226386,117100,483178,302,685305751,1488509,1491991022,871088714,620902308,9787059,55368.857,299.714
